Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EHC,Encompass Health Corporation,65.88,$6.55B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
DAVA,Endava plc,53.29,$2.93B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/dava
EXK,Endeavour Silver Corporation,4.18,$601.24M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
ENIA,Enel Americas S.A.,7.62,$11.62B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,3.97,$5.49B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
ENR,"Energizer Holdings, Inc.",48.76,$3.34B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",99.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enr^a
ET,Energy Transfer L.P.,6.59,$17.76B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETP^C,"Energy Transfer Operating, L.P.",18.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",18.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",19.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^e
EPAC,Enerpac Tool Group Corp.,19.01,$1.14B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
ERF,Enerplus Corporation,2.72,$605.37M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ENS,Enersys,66.19,$2.81B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
E,ENI S.p.A.,20.18,$36.05B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
ENLC,"EnLink Midstream, LLC",2.56,$1.25B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",17.41,$453.93M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",14.3,$429.56M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
NPO,EnPro Industries,48.25,$989.87M,n/a,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo
ETM,Entercom Communications Corp.,1.5,$202.8M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, LLC",25.72,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",25.95,n/a,2013,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, LLC",25.95,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
ETR,Entergy Corporation,103.13,$20.64B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",25.89,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",26.12,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",25.6,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, LLC",26.03,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, LLC",25.71,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, LLC",26.74,n/a,2016,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
ETI^,Entergy Texas Inc,26.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eti^
EZT,Entergy Texas Inc,26.2165,n/a,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,18.44,$40.31B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,1.5,$126.14M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",80.9,$4.33B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
NVST,Envista Holdings Corporation,22.33,$3.56B,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst
EVA,"Enviva Partners, LP",38.97,$1.55B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",2.61,$125M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",50.19,$29.21B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EPAM,"EPAM Systems, Inc.",278.13,$15.47B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPR,EPR Properties,32.08,$2.49B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPR^C,EPR Properties,18.56,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,25.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,17.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
EQT,EQT Corporation,13.03,$3.33B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
EFX,"Equifax, Inc.",168.01,$20.39B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
EQNR,Equinor ASA,15.17,$49.27B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQH,"Equitable Holdings, Inc.",20.36,$9.17B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"Equitable Holdings, Inc.",23.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
ETRN,Equitrans Midstream Corporation,9.36,$4.05B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
EQC,Equity Commonwealth,31.69,$3.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,27.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
ELS,"Equity Lifestyle Properties, Inc.",65.57,$11.94B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
EQR,Equity Residential,55.7,$20.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.44,$19.47M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
EROS,Eros International PLC,3.45,$562.81M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,86.71,$2.26B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,36.34,$4.09B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
EPRT,"Essential Properties Realty Trust, Inc.",15.24,$1.4B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
WTRG,"Essential Utilities, Inc.",45.71,$11.2B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg
WTRU,"Essential Utilities, Inc.",59.71,n/a,2019,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtru
ESS,"Essex Property Trust, Inc.",220.83,$14.45B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",195.57,$70.4B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
ETH,Ethan Allen Interiors Inc.,12.16,$304.65M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
EURN,Euronav NV,9.31,$1.96B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",9.15,$69.05M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea
EB,"Eventbrite, Inc.",8.6,$780.04M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
EVR,Evercore Inc.,57.01,$2.31B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",223.81,$8.95B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
EVRG,"Evergy, Inc.",64.1,$14.53B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,6.3,$537.53M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
ES,Eversource Energy,89.63,$30.7B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",30.49,$2.19B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
EVH,"Evolent Health, Inc",10.86,$928.27M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
AQUA,Evoqua Water Technologies Corp.,19.82,$2.32B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua
XAN,Exantas Capital Corp.,2.45,$78.5M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan
XAN^C,Exantas Capital Corp.,13.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/xan^c
EXPR,"Express, Inc.",1.27,$81.86M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
EXTN,Exterran Corporation,5.14,$170.39M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,97.94,$12.64B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,43.61,$184.49B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,7.53,$2.43B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,26.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnb^e
FN,Fabrinet,67.89,$2.49B,2010,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn
